id,roll_no,mentor,trigger,playbook,approved_by_mentor,created_at,followup_at,status,outcome
IV00654,23MEC0076,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-10-13,2025-11-03,closed,improved
IV00655,21IT0092,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-10-06,2025-10-27,closed,improved
IV00656,21MEC20016,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-10-06,2025-10-27,closed,unreachable
IV00657,21EEE0001,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-09-29,2025-10-20,closed,improved
IV00658,23CIV0038,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-13,2025-11-03,closed,improved
IV00659,21CIV0017,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-08-25,2025-09-15,closed,worsened
IV00660,21BIO0044,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-08-18,2025-09-08,closed,improved
IV00661,22MEC0114,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-09-08,2025-09-29,closed,improved
IV00662,21ECE0058,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-09-08,2025-09-29,closed,improved
IV00663,22EEE0120,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-11-10,2025-12-01,closed,unreachable
IV00664,23CSE20041,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-10-06,2025-10-27,closed,improved
IV00665,23EEE0097,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-09-08,2025-09-29,closed,unchanged
IV00666,22CSE20008,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-10-06,2025-10-27,closed,improved
IV00667,22MEC0096,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-08-11,2025-09-01,closed,improved
IV00668,21CIV20009,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-10-27,2025-11-17,closed,improved
IV00669,23MEC20028,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-11-10,2025-12-01,closed,worsened
IV00670,23CSE0106,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-09-08,2025-09-29,closed,improved
IV00671,23ECE0021,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-10-06,2025-10-27,closed,worsened
IV00672,23AER0055,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-10-06,2025-10-27,closed,improved
IV00673,21ECE20021,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-09-29,2025-10-20,closed,improved
IV00674,23CIV0033,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-10-27,2025-11-17,closed,improved
IV00675,23ECE20074,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-09-08,2025-09-29,closed,unchanged
IV00676,22CSE20067,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-11-03,2025-11-24,closed,unchanged
IV00677,23BIO0019,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-11-17,2025-12-08,closed,improved
IV00678,22MEC20076,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-09-08,2025-09-29,closed,improved
IV00679,23MEC20086,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-11-03,2025-11-24,closed,improved
IV00680,23MET0085,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-11-10,2025-12-01,closed,improved
IV00681,23MEC20116,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-03,2025-11-24,closed,unreachable
IV00682,23MET0049,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-10-06,2025-10-27,closed,unchanged
IV00683,21AER0091,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-09-22,2025-10-13,closed,unchanged
IV00684,23CSE20074,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-09-08,2025-09-29,closed,worsened
IV00685,23CSE20102,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-11-10,2025-12-01,closed,improved
IV00686,23BIO0002,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-08-18,2025-09-08,closed,improved
IV00687,23MEC20081,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-10-27,2025-11-17,closed,improved
IV00688,22IT0115,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-08-18,2025-09-08,closed,improved
IV00689,22CHE0080,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-08-11,2025-09-01,closed,improved
IV00690,22CSE0119,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-09-01,2025-09-22,closed,unreachable
IV00691,22BIO0094,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-08-04,2025-08-25,closed,improved
IV00692,21CHE0028,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-11-24,2025-12-15,closed,worsened
IV00693,23CIV0075,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-10-27,2025-11-17,closed,unreachable
IV00694,22CIV20101,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-09-08,2025-09-29,closed,improved
IV00695,22MET0098,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-11-10,2025-12-01,closed,unchanged
IV00696,21CSE20005,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-10-13,2025-11-03,closed,unreachable
IV00697,22CIV20014,Prof. A. Bose,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-08,2025-09-29,closed,improved
IV00698,22CIV0013,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-11-17,2025-12-08,closed,unchanged
IV00699,21AER0072,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-08-25,2025-09-15,closed,improved
IV00700,22EEE0091,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-09-01,2025-09-22,closed,worsened
IV00701,23ECE20094,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-10-20,2025-11-10,closed,improved
IV00702,21ECE20002,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-08-11,2025-09-01,closed,unreachable
IV00703,23AER0054,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-09-01,2025-09-22,closed,improved
IV00704,21AER0082,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-11-10,2025-12-01,closed,unreachable
IV00705,23MEC0089,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-11-10,2025-12-01,closed,unreachable
IV00706,22MET0074,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-11-24,2025-12-15,closed,improved
IV00707,22CHE0082,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-11-10,2025-12-01,closed,improved
IV00708,22AER0103,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-10-20,2025-11-10,closed,unchanged
IV00709,22CSE0050,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-11-24,2025-12-15,closed,unreachable
IV00710,23ECE20096,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-09-22,2025-10-13,closed,unreachable
IV00711,22CSE20065,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-10-20,2025-11-10,closed,improved
IV00712,22MET0058,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-08-25,2025-09-15,closed,improved
IV00713,22EEE0003,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-10-13,2025-11-03,closed,unreachable
IV00714,22CIV20086,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-10-27,2025-11-17,closed,improved
IV00715,22CIV0036,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-09-08,2025-09-29,closed,unchanged
IV00716,22MEC0020,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-08-18,2025-09-08,closed,improved
IV00717,21CSE20070,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-09-15,2025-10-06,closed,improved
IV00718,22ECE20024,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-11-24,2025-12-15,closed,improved
IV00719,21AER0053,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-10-06,2025-10-27,closed,unchanged
IV00720,23MEC20040,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-10-06,2025-10-27,closed,improved
IV00721,22AER0061,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-11-10,2025-12-01,closed,improved
IV00722,23EEE0073,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-18,2025-09-08,closed,unchanged
IV00723,21CSE0030,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-10,2025-12-01,closed,unchanged
IV00724,23CIV20016,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-11-17,2025-12-08,closed,unchanged
IV00725,22MEC20019,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-08-18,2025-09-08,closed,improved
IV00726,21CIV0120,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-09-29,2025-10-20,closed,unchanged
IV00727,23MET0044,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-08-18,2025-09-08,closed,improved
IV00728,21CSE20030,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-11-24,2025-12-15,closed,unreachable
IV00729,22ECE0044,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-10-20,2025-11-10,closed,worsened
IV00730,22IT0111,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-08-04,2025-08-25,closed,unchanged
IV00731,21MEC0060,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-08-11,2025-09-01,closed,improved
IV00732,22EEE0011,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-11-03,2025-11-24,closed,improved
IV00733,23CSE20051,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-10-13,2025-11-03,closed,improved
IV00734,23IT0064,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-08-04,2025-08-25,closed,unreachable
IV00735,23BIO0107,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-08-11,2025-09-01,closed,unchanged
IV00736,21CHE0099,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-09-29,2025-10-20,closed,unchanged
IV00737,23MEC0042,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-18,2025-09-08,closed,unchanged
IV00738,22MEC0003,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-11-10,2025-12-01,closed,improved
IV00739,23CIV20107,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-08-25,2025-09-15,closed,unreachable
IV00740,22ECE20101,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-10-27,2025-11-17,closed,improved
IV00741,23MEC20052,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-15,2025-10-06,closed,unchanged
IV00742,21CSE0075,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-10-06,2025-10-27,closed,improved
IV00743,22MEC20006,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-09-08,2025-09-29,closed,unchanged
IV00744,23ECE20039,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-09-29,2025-10-20,closed,unreachable
IV00745,23AER0059,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-09-29,2025-10-20,closed,improved
IV00746,21IT0032,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-18,2025-09-08,closed,improved
IV00747,23ECE20052,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-11-10,2025-12-01,closed,improved
IV00748,21MET0103,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-10-20,2025-11-10,closed,worsened
IV00749,22CHE0070,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-11,2025-09-01,closed,improved
IV00750,22EEE0100,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-08-18,2025-09-08,closed,unreachable
IV00751,21IT0018,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-11-24,2025-12-15,closed,improved
IV00752,23AER0108,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-09-15,2025-10-06,closed,improved
IV00753,23CHE0031,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-08-04,2025-08-25,closed,improved
IV00754,22ECE0045,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-09-01,2025-09-22,closed,improved
IV00755,22EEE0041,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-01,2025-09-22,closed,unreachable
IV00756,23MET0034,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-06,2025-10-27,closed,unreachable
IV00757,22ECE20114,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-09-08,2025-09-29,closed,improved
IV00758,21MEC20117,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-11-24,2025-12-15,closed,improved
IV00759,21ECE20082,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-08-25,2025-09-15,closed,unchanged
IV00760,22CIV20004,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-08-04,2025-08-25,closed,improved
IV00761,23CHE0061,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-10-27,2025-11-17,closed,worsened
IV00762,22CIV20022,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-10-06,2025-10-27,closed,improved
IV00763,21MET0064,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-11-03,2025-11-24,closed,improved
IV00764,23EEE0014,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-11-24,2025-12-15,closed,unchanged
IV00765,23ECE20111,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-08-18,2025-09-08,closed,unchanged
IV00766,21ECE20047,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-09-22,2025-10-13,closed,improved
IV00767,22BIO0023,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-09-29,2025-10-20,closed,improved
IV00768,22MEC0043,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-09-01,2025-09-22,closed,unchanged
IV00769,23CIV20049,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-10-27,2025-11-17,closed,unchanged
IV00770,22MET0092,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-11-17,2025-12-08,closed,improved
IV00771,22CSE20033,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-09-01,2025-09-22,closed,unchanged
IV00772,23MEC20114,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-17,2025-12-08,closed,improved
IV00773,23CHE0046,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-08-04,2025-08-25,closed,unchanged
IV00774,22EEE0039,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-11-24,2025-12-15,closed,improved
IV00775,23MEC0066,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-09-29,2025-10-20,closed,improved
IV00776,22AER0089,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-17,2025-12-08,closed,improved
IV00777,22ECE0055,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-10-20,2025-11-10,closed,unreachable
IV00778,23MET0005,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-08-18,2025-09-08,closed,unreachable
IV00779,22ECE20085,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-11-17,2025-12-08,closed,unchanged
IV00780,21CSE20011,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-09-01,2025-09-22,closed,improved
IV00781,21MEC20023,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-11-17,2025-12-08,closed,improved
IV00782,23MET0070,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-11-03,2025-11-24,closed,improved
IV00783,21ECE0097,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-09-01,2025-09-22,closed,improved
IV00784,22AER0066,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-11-17,2025-12-08,closed,improved
IV00785,22AER0092,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-09-22,2025-10-13,closed,improved
IV00786,23IT0101,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-09-01,2025-09-22,closed,unchanged
IV00787,23CIV20021,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-10-06,2025-10-27,closed,improved
IV00788,22CIV20042,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-10-13,2025-11-03,closed,unreachable
IV00789,21CIV0107,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-09-22,2025-10-13,closed,improved
IV00790,21MEC20004,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-09-01,2025-09-22,closed,improved
IV00791,23CIV0012,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-10-20,2025-11-10,closed,improved
IV00792,22CIV20012,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-09-22,2025-10-13,closed,improved
IV00793,22EEE0101,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-08,2025-09-29,closed,unreachable
IV00794,22MEC20035,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-08-04,2025-08-25,closed,improved
IV00795,22MET0109,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-10-27,2025-11-17,closed,improved
IV00796,22AER0038,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-08-18,2025-09-08,closed,improved
IV00797,21EEE0094,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-08-11,2025-09-01,closed,improved
IV00798,22CSE20076,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-09-01,2025-09-22,closed,improved
IV00799,22CSE20040,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-08-25,2025-09-15,closed,improved
IV00800,22CIV0038,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-08-18,2025-09-08,closed,improved
IV00801,23BIO0080,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-22,2025-10-13,closed,worsened
IV00802,22IT0012,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-11-24,2025-12-15,closed,improved
IV00803,21CIV20037,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-10-06,2025-10-27,closed,unchanged
IV00804,23CSE20004,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-09-01,2025-09-22,closed,improved
IV00805,21ECE20098,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-08-04,2025-08-25,closed,unchanged
IV00806,21MEC0057,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-08-25,2025-09-15,closed,improved
IV00807,23BIO0070,Prof. A. Bose,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-10,2025-12-01,closed,improved
IV00808,22MEC0056,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-11-24,2025-12-15,closed,improved
IV00809,23EEE0007,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-09-01,2025-09-22,closed,worsened
IV00810,21AER0094,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-11-24,2025-12-15,closed,unreachable
IV00811,22MEC0042,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-09-15,2025-10-06,closed,worsened
IV00812,22EEE0055,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-10-20,2025-11-10,closed,improved
IV00813,21CIV0074,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-08-25,2025-09-15,closed,unchanged
IV00814,22EEE0020,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-08-18,2025-09-08,closed,improved
IV00815,22BIO0067,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-10-13,2025-11-03,closed,unchanged
IV00816,21CIV0047,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-11-03,2025-11-24,closed,improved
IV00817,21IT0100,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-09-22,2025-10-13,closed,unchanged
IV00818,21IT0006,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-08-25,2025-09-15,closed,unchanged
IV00819,21AER0098,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-11-03,2025-11-24,closed,improved
IV00820,22MEC0008,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-11-24,2025-12-15,closed,unchanged
IV00821,22CIV0094,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-09-22,2025-10-13,closed,worsened
IV00822,21MEC20080,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-04,2025-08-25,closed,improved
IV00823,22IT0022,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-10-13,2025-11-03,closed,improved
IV00824,23IT0036,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-09-15,2025-10-06,closed,worsened
IV00825,22EEE0099,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-10-13,2025-11-03,closed,unchanged
IV00826,21MET0069,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-08-11,2025-09-01,closed,unchanged
IV00827,22CSE0004,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-09-01,2025-09-22,closed,improved
IV00828,21MEC0014,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-08-11,2025-09-01,closed,worsened
IV00829,23ECE20098,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-09-08,2025-09-29,closed,improved
IV00830,23CIV20082,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-10-06,2025-10-27,closed,improved
IV00831,22MET0108,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-09-01,2025-09-22,closed,improved
IV00832,23AER0065,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-10-27,2025-11-17,closed,improved
IV00833,21CHE0006,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-10-06,2025-10-27,closed,unchanged
IV00834,22ECE20105,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-11-24,2025-12-15,closed,unreachable
IV00835,22AER0037,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-08-25,2025-09-15,closed,improved
IV00836,23MET0117,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-11-24,2025-12-15,closed,improved
IV00837,21AER0065,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-17,2025-12-08,closed,unchanged
IV00838,23MET0104,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-09-29,2025-10-20,closed,improved
IV00839,21ECE20060,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-08-04,2025-08-25,closed,improved
IV00840,22ECE0087,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-27,2025-11-17,closed,improved
IV00841,22CHE0065,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-11-03,2025-11-24,closed,unchanged
IV00842,22ECE20064,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-08-18,2025-09-08,closed,improved
IV00843,23CHE0074,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-09-01,2025-09-22,closed,improved
IV00844,22AER0058,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-08-25,2025-09-15,closed,unreachable
IV00845,22CIV0057,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-08-25,2025-09-15,closed,unreachable
IV00846,21ECE20001,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-09-15,2025-10-06,closed,unchanged
IV00847,23ECE0033,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-08-11,2025-09-01,closed,unchanged
IV00848,21CSE0013,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-09-15,2025-10-06,closed,improved
IV00849,22MET0080,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-11-10,2025-12-01,closed,worsened
IV00850,21CSE0036,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-09-15,2025-10-06,closed,improved
IV00851,22EEE0023,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-24,2025-12-15,closed,improved
IV00852,21BIO0109,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-09-08,2025-09-29,closed,improved
IV00853,23BIO0116,Prof. A. Bose,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-22,2025-10-13,closed,unchanged
IV00854,22MET0096,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-09-29,2025-10-20,closed,improved
IV00855,23CIV0054,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-08-04,2025-08-25,closed,improved
IV00856,21ECE0069,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-10-06,2025-10-27,closed,improved
IV00857,23MEC0008,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-09-01,2025-09-22,closed,unreachable
IV00858,22IT0088,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-10-27,2025-11-17,closed,improved
IV00859,22CHE0095,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-08-18,2025-09-08,closed,improved
IV00860,23ECE20070,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-11-17,2025-12-08,closed,unchanged
IV00861,23BIO0114,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-10-13,2025-11-03,closed,improved
IV00862,22CIV20018,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-11-24,2025-12-15,closed,unreachable
IV00863,22MEC20099,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-08-04,2025-08-25,closed,improved
IV00864,22MEC0049,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-09-08,2025-09-29,closed,unchanged
IV00865,23MEC0006,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-11-10,2025-12-01,closed,improved
IV00866,21ECE20017,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-08-04,2025-08-25,closed,improved
IV00867,23CSE0100,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-09-15,2025-10-06,closed,improved
IV00868,21MEC0071,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-08-18,2025-09-08,closed,improved
IV00869,22CSE0037,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-11-03,2025-11-24,closed,improved
IV00870,22CSE20042,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-11-03,2025-11-24,closed,improved
IV00871,23CIV0095,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-08-25,2025-09-15,closed,improved
IV00872,21IT0101,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-09-29,2025-10-20,closed,improved
